Comapany name,Year,Non-current asset,Current asset,Total Equity,Non-current liabilities,current liabilities,Revenue,Gross profit,Quick ratio,Profit Margin Ratio,Classifier,source
Amra Network,2018,984664250,907093831,1714595740,15418851,161743488,949509019,406326034,5.60822474,42.79327799,1,https://www.aamranetworks.com/wp-content/uploads/2018/12/ammra-networks-limited_AR-2018_04.12.18.pdf
Amra Network,2017,765088956,571543564,1021431770,16247568,298953182,795520446,311032921,1.911816292,39.09804237,1,https://www.aamranetworks.com/wp-content/uploads/2017/12/Annual-Report-2017.pdf
Amra Network,2016,690494918,389935757,899157265,15816386,165457024,381639816,147009852,2.356719271,38.52057512,1,https://www.aamranetworks.com/wp-content/uploads/2018/04/Annual-Report-2016.pdf
Amra Network,2015,637491067,305661744,835156412,14093201,93903198,305546025,117627847,3.255072783,38.49758707,1,https://www.aamranetworks.com/wp-content/uploads/2018/04/Annual-Report-2015.pdf
Amra Network,2014,471796465,387026921,574299678,62020140,222503568,595085403,238599503,1.739418943,40.09500179,1,https://www.aamranetworks.com/wp-content/uploads/2018/04/Annual-Report-2014.pdf
Amra Network,2013,393646891,207592987,355274975,100236238,145728665,515106448,220307012,1.424517181,42.76922039,0,https://www.aamranetworks.com/wp-content/uploads/2018/04/Annual-Report-2013.pdf
AmraTechnologies ltd,2018,330246671,1850736173,1286566011,214615064,679801770,1142997243,216464335,2.722464481,18.93830771,0,https://www.aamratechnologies.com/wp-content/uploads/2018/12/ammra-technologies-limited_AR-2018_5.12.18.pdf
AmraTechnologies ltd,2017,246480092,1714037990,1252879800,130097289,577540993,1171444050,198464824,2.967820485,16.94189526,0,https://www.aamratechnologies.com/wp-content/uploads/2017/12/Annual-Report-2017.pdf
AmraTechnologies ltd,2016,291594084,1627046696,1223903304,53800733,640936743,1114779623,193343541,2.538544894,17.34365582,0,https://www.aamratechnologies.com/wp-content/uploads/2016/12/ATL-Report.pdf
AmraTechnologies ltd,2015,281404207,1678195770,1197246373,32432992,729920612,1201530609,205420634,2.299148349,17.09657935,0,https://www.aamratechnologies.com/wp-content/uploads/2015/11/Annual-Report-2015.pdf
AmraTechnologies ltd,2014,310295330,1454662238,1161332989,41043436,562581143,1016522973,206133873,2.585693204,20.27832902,0,https://www.aamratechnologies.com/wp-content/uploads/2014/12/Aamra-Technologies-Limited-Annual-Report-2014.pdf
AmraTechnologies ltd,2013,307674582,1326524639,1102557653,0,531641568,717863483,184010026,2.495148459,25.63301106,0,https://www.aamratechnologies.com/wp-content/uploads/2014/09/Aamra-Technologies-Limited-Annual-Report-2013.pdf
AmraTechnologies ltd,2012,224963468,1952032126,1028963691,35884671,112147231,668400734,145205125,17.40597702,21.72426175,0,https://www.aamratechnologies.com/wp-content/uploads/2014/09/Aamra-Technologies-Limited-Annual-Report-2012.pdf
AmraTechnologies ltd,2011,52430336,913283030,505564462,41715894,614854857,512566960,108819947,1.48536361,21.23038656,0,https://www.aamratechnologies.com/wp-content/uploads/2014/09/Aamra-Technologies-Limited-Annual-Report-2012.pdf
Aman Cotton ltd,2018,1774400292,2854217154,3386614445,141964555,1100038447,1609935925,399138665,2.594652179,24.79220811,0,http://www.amancotton.com/wp-content/uploads/2019/01/Annual-Report-2018-of-ACFL-Final-Update.pdf
Aman Cotton ltd,2017,1794381963,2543511142,3129326452,151789290,1056777363,1734266045,433253940,2.406856194,24.98197674,0,http://www.amancotton.com/wp-content/uploads/2019/01/Annual-Report-2018-of-ACFL-Final-Update.pdf
Aman Cotton ltd,2016,1669006402,2418716117,2748147677,202350749,1137224093,1150687194,292245723,2.126859721,25.39749504,0,http://www.amancotton.com/mar-31-2016/
Aman Cotton ltd,2015,1423180208,2448831433,2551091733,158223344,1162696566,1338152622,336683697,2.106165533,25.16033608,0,http://www.amancotton.com/mar-31-2016/
Aziz Pipes Ltd.,2018,256125848,211202929,93748865,79319842,148124157,252473856,30541499,1.425850673,12.09689569,0,http://www.azizpipes.com/wp-content/uploads/2018/11/APL_Annual_Report_2017-18_2.pdf
Aziz Pipes Ltd.,2017,85612179,234715108,260473347,110057040,140850749,233466248,26203332,1.666410081,11.22360608,0,http://www.azizpipes.com/wp-content/uploads/2018/11/APL_Annual_Report_2017-18_2.pdf
Aziz Pipes Ltd.,2016,90048755,232657116,263232056,227757187,358180740,125788773,10959709,0.6495522791,8.712787905,0,http://www.azizpipes.com/wp-content/uploads/2017/01/APL_Annual_Report_2015-16.pdf
Aziz Pipes Ltd.,2015,110817634,239839018,255492313,173765090,432383875,118432757,3279118,0.5546900147,2.768759322,0,http://www.azizpipes.com/wp-content/uploads/2017/01/APL_Annual_Report_2015-16.pdf
Aramit Limited,2018,408700578,716189093,904428615,34422654,186038402,50644712,85610336,3.84968418,169.0410166,1,http://www.aramitgroup.com/pdf_file/FS_Annual_2018.pdf
Aramit Limited,2017,489558667,670106272,951331609,60743675,147589655,483529637,73862759,4.540333616,15.27574596,0,http://www.aramitgroup.com/pdf_file/FS_Annual_2018.pdf
Aramit Limited,2016,425981090,602331332,858599470,34378773,135334179,722234651,125205793,4.450696317,17.33588839,0,http://www.aramitgroup.com/pdf_file/FS_for_the_18_months_ended_30_June_2016_.pdf
Aramit Limited,2014,487965036,546580183,841932765,36448069,156164385,448952488,100218003,3.500030964,22.32263005,0,http://www.aramitgroup.com/pdf_file/FS_for_the_18_months_ended_30_June_2016_.pdf
Anwar Galvanizing Ltd.,2018,89399729,249572656,135650975,10409064,192912346,368290713,50929003,1.293710129,13.82847875,0,http://anwargalvanizing.com/sites/default/files/AGL%20Annual%20Report%2C%202018.pdf
Anwar Galvanizing Ltd.,2017,139372329,162839306,117780579,7321711,177109345,249107204,35653495,0.9194280855,14.31251061,0,http://anwargalvanizing.com/sites/default/files/AGL%20Annual%20Report%2C%202018.pdf
Agricultural Marketing Company Ltd. (Pran),2018,392391202,1039057752,603109489,98733718,729605747,2538528750,487016604,1.42413592,19.18499462,0,http://www.amclpran.com/annual_report_2017_18.pdf
Agricultural Marketing Company Ltd. (Pran),2017,474194353,988827887,573786537,163402037,725833666,2380800023,455268856,1.362334008,19.12251561,0,http://www.amclpran.com/annual_report_2017_18.pdf
Agricultural Marketing Company Ltd. (Pran),2016,544637029,914631456,544449120,217287153,697532212,2091553854,406214484,1.311239023,19.42166028,0,http://www.amclpran.com/annual_report_2015_16.pdf
Agricultural Marketing Company Ltd. (Pran),2015,658081631,847630021,517050961,449174768,539485923,1886505385,389957836,1.57118098,20.6709103,0,http://www.amclpran.com/annual_report_2015_16.pdf
Ambee Pharmaceuticals Ltd. ),2017,119902598,331676738,60579232,15979194,375020909,351819114,184811294,0.8844219883,52.53020278,0,http://www.ambeepharma.com/download-info/18/AMBEE_Financial_Statement-(Audited)_2016-2017.pdf
Ambee Pharmaceuticals Ltd. ),2016,95182604,326970446,59564550,7149224,355439276,511999180,267107930,0.9199052217,52.16960113,0,http://www.ambeepharma.com/download-info/18/AMBEE_Financial_Statement-(Audited)_2016-2017.pdf
Ambee Pharmaceuticals Ltd. ),2015,47345820,383254673,57893815,7142224,365564452,339399376,177537618,1.048391524,52.3093531,0,http://www.ambeepharma.com/download-info/18/AMBEE_Financial_Statement-(Audited)_2016-2017.pdf
Agni Systems Ltd.,2018,612633361,579040983,1028316668,44697320,118660356,329450195,158664967,4.879818353,48.16053213,1,http://www.agni.com/financial/Annual_Report-FY-2017-2018.pdf
Agni Systems Ltd.,2017,637702096,575848144,991670005,74970442,146909792,326774332,157266686,3.9197397,48.12700099,1,http://www.agni.com/financial/Annual_Report-FY-2017-2018.pdf
Agni Systems Ltd.,2016,657968483,531117666,952599492,105815348,130671309,336375715,178514604,4.06453161,53.07000358,1,http://www.agni.com/financial/Annual_Report_2015-16.pdf
Agni Systems Ltd.,2015,613797825,867393437,885214826,46779721,549196715,311984468,164805298,1.579385698,52.82484063,1,http://www.agni.com/financial/Annual_Report_2015-16.pdf
The ACME Laboratories Limited,2018 BDT.M,21105.68,11462.21,17645.03,4615.51,10363.7,14813.91,5871.52,1.105995928,39.63518072,0,http://www.acmeglobal.com/wp-content/uploads/2018/11/ANNUAL_REPORT_2017-2018.pdf
The ACME Laboratories Limited,2017,18220.23,11671.33,16956.28,3675.91,9315.04,13576.32,5536.49,1.252955436,40.78049133,0,http://www.acmeglobal.com/wp-content/uploads/2018/11/ANNUAL_REPORT_2017-2018.pdf
The ACME Laboratories Limited,2016,17240.11,11603.36,16364.47,3958.45,8566.79,12644.91,4874.3,1.354458321,38.54752624,0,http://www.acmeglobal.com/wp-content/uploads/2018/11/ANNUAL_REPORT_2017-2018.pdf
The ACME Laboratories Limited,2015,16027.23,7198.98,11372.63,4904.88,6982.26,11496.41,4301.42,1.031038661,37.41533226,0,http://www.acmeglobal.com/wp-content/uploads/2018/11/ANNUAL_REPORT_2017-2018.pdf
The ACME Laboratories Limited,2014,15511.9,6635.06,10692.17,3057.68,8429.73,10217.93,3980.14,0.7871023153,38.95250799,0,http://www.acmeglobal.com/wp-content/uploads/2018/11/ANNUAL_REPORT_2017-2018.pdf
Bata Shoe Company (Bangladesh) Limited,2017,1217030428,6534801034,4224698311,280654000,3246479151,9040558355,4046695119,2.01288865,44.76156184,1,https://cdn.shopify.com/s/files/1/2287/9679/files/Annual_Report_2017.pdf?10150090535982879132
Bata Shoe Company (Bangladesh) Limited,2016,1173838296,5380383786,3556586430,280582630,2717053022,8784553317,3817315304,1.980227748,43.45485953,1,https://cdn.shopify.com/s/files/1/2287/9679/files/Annual_Report_2017.pdf?10150090535982879132
Bangladesh Autocars Ltd,2018,44391456,24763340,16590234,20338285,32226276,109221196,13383137,0.7684207756,12.25324158,0,http://www.bdautocars.com/images/Annual%20Report%202017-18/Statement%20of%20Financial%20Position.pdf
Bangladesh Autocars Ltd,2017,48503303,23794191,10700095,21803324,39794074,101412294,11983063,0.5979330239,11.81618375,0,http://www.bdautocars.com/images/Annual%20Report%202017-18/Income%20statement.pdf
BDCOM Online Ltd,2018,349794084,567391510,723608493,13156237,180420864,534743947,296618221,3.144822042,55.4692059,1,http://www.bdcom.com/assets/uploads/upload/BDCOM_Annual_Report_2017-18.pdf
BDCOM Online Ltd,2017,347772542,515409288,677301184,10935291,174945354,520959045,291070848,2.946115894,55.87211716,1,http://www.bdcom.com/assets/uploads/upload/BDCOM_Annual_Report_2017-18.pdf
Bangladesh Services Ltd.,2018,7294112461,1310973380,40735997,6372051699,2192298145,268779298,114766729,0.5979904617,42.69924427,0,http://www.bsl.gov.bd/doc/AnnualReport-2018.pdf
Bangladesh Services Ltd.,2017,4971745138,1307037141,595240984,4032460244,1651081051,241692546,103439110,0.791625063,42.79780726,0,http://www.bsl.gov.bd/doc/AnnualReport-2018.pdf
Bd.Thai Aluminium Ltd. ,2015,2444494392,1705911667,2554670729,508339566,648517230,752880171,282812315,2.630480098,37.56405413,1,http://www.btaalu.com/pdf/FINANCIAL_POSITION_OF_BD_THAI_UN-AUDITED0001.pdf
Bd.Thai Aluminium Ltd. ,2014,2414276518,1545907442,2456592732,619817100,447339209,656135999,229179514,3.455783466,34.92866027,0,http://www.btaalu.com/pdf/FINANCIAL_POSITION_OF_BD_THAI_UN-AUDITED0001.pdf
Bangladesh Welding Electrodes Ltd.,2017,195208613,915804144,516603353,6107958,588301445,41611659,8030677,1.556691985,19.29910317,0,http://www.bwelbd.com/image/Annual-Report-2016-17-of-Bd-Welding.pdf
Bangladesh Welding Electrodes Ltd.,2016,515854384,533422487,552566799,90597623,406112450,90800666,20336643,1.313484694,22.39701964,0,http://www.bwelbd.com/image/Annual-Report-2016-17-of-Bd-Welding.pdf
Beacon Pharmaceuticals Limited,2018,2508372310,2400038430,3000743908,575000582,1332666250,3760786106,1833454433,1.80092985,48.75189339,1,https://www.beaconpharma.com.bd/wp-content/uploads/2018/11/Annual-Report-2018.pdf
Beacon Pharmaceuticals Limited,2017,2681258044,2424721610,2991306829,976649730,1138029634,2948456509,1463832813,2.130631345,49.64742768,1,https://www.beaconpharma.com.bd/wp-content/uploads/2018/11/Annual-Report-2018.pdf
Beacon Pharmaceuticals Limited,2016,2451383653,2563219957,3002089774,861846112,1150667724,2491804435,1199196063,2.227593512,48.12560914,1,https://www.beaconpharma.com.bd/wp-content/uploads/2018/11/Annual-Report-2018.pdf
Beacon Pharmaceuticals Limited,2015,2186892763,2551804834,2906125644,705289319,1127282634,2052938834,991325471,2.263677943,48.28811529,1,https://www.beaconpharma.com.bd/wp-content/uploads/2018/11/Annual-Report-2018.pdf
Beacon Pharmaceuticals Limited,2014,2432467559,2157357740,2867382009,660360017,1062083274,1690363446,796243891,2.031251026,47.10489291,1,https://www.beaconpharma.com.bd/wp-content/uploads/2018/11/Annual-Report-2018.pdf
Bengal Windsor Thermoplastics Ltd.,2018,751588624,1701564283,2159847968,59111444,234193495,887739706,225543665,7.26563427,25.40650863,0,http://www.windsor.bengalgroup.com/docs/annual-report/2018.pdf
Bengal Windsor Thermoplastics Ltd.,2017,692946192,1709306488,2019465006,101969511,280818163,904792492,257982204,6.0868801,28.51285861,0,http://www.windsor.bengalgroup.com/docs/annual-report/2017.pdf
Berger Paints Bangladesh Ltd.,"2018 ""000",3521020,5473195,6051135,236989,2706091,16483497,7354141,2.022546544,44.6151748,1,https://www.bergerbd.com/fin_report_n_awards/2018/Annual_Report_2018.pdf
Berger Paints Bangladesh Ltd.,2017,3032024,5405802,5366735,179501,2891590,14622448,7106027,1.86949118,48.59669872,1,https://www.bergerbd.com/fin_report_n_awards/BGR-AnnualReport-2017.pdf
Bashundhara Paper Mills Limited,2018,11910497863,13151640417,7549501544,5527266137,11985370600,10821096081,"1,920,576,581",1.097307781,17.74844772,0,http://www.bashundharapapermills.com/assets/pdf/BPML_Annual_Report_2017-2018.pdf
Bashundhara Paper Mills Limited,2017,10230771384,10447116550,4887173860,5736220676,10054493398,10004078641,1824413363,1.039049521,18.23669554,0,http://www.bashundharapapermills.com/assets/pdf/BPML_Annual_Report_2017-2018.pdf
Bangladesh Shipping Corporation,2018,4977002346,5270343509,8177770204,1099416103,970159547,574609155,831874605,5.432450286,144.7722505,1,https://drive.google.com/file/d/1kdLjnNPl8Lx6KBlQLP46Y2uzyNYFkI6F/view
Bangladesh Shipping Corporation,2017,5061729549,4808174870,8038753357,1165625222,665525839,563582639,821513147,7.224625384,145.7662267,1,https://drive.google.com/file/d/1kdLjnNPl8Lx6KBlQLP46Y2uzyNYFkI6F/view
Bangladesh Steel Re-Rolling Mills Limited,2018,35893428038,40703277970,17064036591,11497438975,48035230441,68924014794,8147155404,0.8473630208,11.82048873,0,https://www.bsrm.com/wp-content/uploads/2018/BSRMLTD_Annual_Report_2017_18.pdf
Bangladesh Steel Re-Rolling Mills Limited,2017,36055528368,24553985706,13753068208,8957656205,37898789661,42182532928,4696530554,0.6478831099,11.13382774,0,https://www.bsrm.com/wp-content/uploads/2018/BSRMLTD_Annual_Report_2017_18.pdf
GBB Power Limited,2018,1209505860,1163575595,19892645679,,383816876,549925019,138907530,3.0315905,25.25935813,0,https://www.gbb.com.bd/wp-content/uploads/2018/12/Annual-Report-2017-2018.pdf
GBB Power Limited,2017,1282370267,922874344,2041538831,,163705780,526879384,170228425,5.637396212,32.30880353,0,https://www.gbb.com.bd/wp-content/uploads/2018/12/Annual-Report-2017-2018.pdf
Gemini Sea Food Ltd.,2018,43856384,466659998,45569845,6405072,458541465,795547680,85470217,1.017705123,10.74356939,0,http://www.geminiseafood.com/pdf/Annual%20Report-2018.pdf
Gemini Sea Food Ltd.,2017,36070123,735941405,42953585,6644746,722413198,1355124137,101781280,1.018726412,7.510845481,0,http://www.geminiseafood.com/pdf/Annual%20Report%202016-17.pdf
Generation Next Fashions Limited ,2018,4505145853,2588986428,5670435574,,790161182,4023783905,890940356,3.276529507,22.14185396,0,https://static1.squarespace.com/static/5ab211728f5130963ee0fcea/t/5bebe20b8a922de0b1b813b7/1542185631167/Annual+Report-2017-2018.pdf
Generation Next Fashions Limited ,2017,3997985157,2399357831,5214062313,,835821950,3279614648,642473091,2.87065664,19.58989576,0,https://static1.squarespace.com/static/5ab211728f5130963ee0fcea/t/5afb2cd71ae6cfb77eeb10dd/1526410543209/annual_report_2016_17.pdf
Global Heavy Chemicals Limited,2018,3871461271,644078630,3934676687,387718528,193144686,562128091,167770069,3.334695059,29.84552306,0,http://www.ghclbd.com/images/pdf/AnnualReport2017-2018.pdf
Global Heavy Chemicals Limited,2017,3832436786,613510044,3874883329,374583691,196479811,538376699,158049417,3.122509335,29.35665999,0,http://www.ghclbd.com/images/pdf/Financial-Statement-2016-17.pdf
GPH Ispat Ltd. ,2018,14093479693,8600764720,5528937420,8588537548,8576769445,9814101120,1602544541,1.002797705,16.32899969,0,http://www.gphispat.com.bd/Download/annual_reports/2017%20-%202018/Annual%20Report%202017%20-%202018.pdf
GPH Ispat Ltd. ,2017,4746153926,8120052898,5035603612,1948609409,5881993803,7839566038,1373720336,1.380493277,17.52291299,0,http://www.gphispat.com.bd/Download/annual_reports/2017%20-%202018/Annual%20Report%202017%20-%202018.pdf
GPH Ispat Ltd. ,2016,2107531015,8186724848,4819087643,457038391,5018129829,5743608676,960168032,1.631429462,16.71715617,0,http://www.gphispat.com.bd/Download/annual_reports/2016%20-%202017/Annual%20Report%202016%20-%202017.pdf
GPH Ispat Ltd. ,2015,1758280062,4245588483,2045236997,634356633,3324274915,5988396529,901853205,1.277147225,15.06001148,0,http://www.gphispat.com.bd/Download/annual_reports/2016%20-%202017/Annual%20Report%202016%20-%202017.pdf
GPH Ispat Ltd. ,2014,1831431295,4015048082,1930967775,280105458,3635406144,4687216381,867595304,1.10442903,18.50981976,0,http://www.gphispat.com.bd/Download/annual_reports/2016%20-%202017/Annual%20Report%202016%20-%202017.pdf
Grameenphone Ltd.,2012,103660,14005,35458,19148,63060,91920,52391,0.2220900729,56.99630113,0,https://cdn01.grameenphone.com/sites/default/files/investor_relations/annual_report/Full-Report_1.pdf
Grameenphone Ltd.,2011,76484,32421,38883,18552,51469,89060,51221,0.6299131516,57.51291264,0,https://cdn01.grameenphone.com/sites/default/files/investor_relations/annual_report/Full-Report_1.pdf
Grameenphone Ltd.,2010,78700,30802,50374,16828,42300,74733,38730,0.728179669,51.8244952,0,https://cdn01.grameenphone.com/sites/default/files/investor_relations/annual_report/Full-Report_1.pdf
Grameenphone Ltd.,2009,86981,22182,50154,20056,38952,65300,32222,0.5694701171,49.34456355,0,https://cdn01.grameenphone.com/sites/default/files/investor_relations/annual_report/Full-Report_1.pdf
Grameenphone Ltd.,2008,93765,14430,27588,30375,50231,61359,28667,0.2872727997,46.72012256,0,https://cdn01.grameenphone.com/sites/default/files/investor_relations/annual_report/Full-Report_1.pdf
GQ Ball Pen Industries Ltd.,2018,982694320,654332078,1335713900,209994346,237277370,79223972,2055867,2.757667442,2.595006219,0,http://www.gq-group.com/wp-content/uploads/2018/11/Annual-Report-2017-to-2018.pdf
GQ Ball Pen Industries Ltd.,2017,961963142,763880665,1428653861,207350464,237689128,107413972,7937035,3.213780417,7.389201658,0,http://www.gq-group.com/wp-content/uploads/2018/02/ANNUAL-REPORT-2016-2017.pdf
Green Delta Insurance Ltd.,2017,133451295,820671036,366050205,225000000,363072126,150053314,134014422,2.260352633,89.31120442,1,https://green-delta.com/financial-indicators/annual-reports/
Green Delta Insurance Ltd.,2016,122261939,1617820740,341563347,284138688,1114380644,115284034,105310308,1.451766727,91.34856263,0,https://green-delta.com/financial-indicators/annual-reports/
GSP Finance Company (Bangladesh) Limited,2017,3808090,1888121835,299136306,4340455493,1633505853,282450083,75378174,1.155870872,26.68725504,0,https://gspfinance.com/assets/reports/Annual_Report_2017.pdf
GSP Finance Company (Bangladesh) Limited,2016,4699969,1739573449,284082665,2790173832,1462340017,246566606,62753698,1.189582059,25.45101262,0,https://gspfinance.com/assets/reports/Annual_Report_2016.pdf
Hakkani Pulp & Paper Mills Ltd. ,2018,862384774,408788580,521245689,294294849,455596815,282589254,3321951,0.897259521,1.175540454,0,http://hakkanigroup.com/wp-content/uploads/2018/12/Annual-Report-2017-2018.pdf
Hakkani Pulp & Paper Mills Ltd. ,2017,797624600,346704236,536662814,266369579,341296443,341138173,25414055,1.015844856,7.449783405,0,http://hakkanigroup.com/wp-content/uploads/2018/06/Annual-Report-2016-2017..pdf
Heidelberg Cement Bangladesh Ltd.,2017,3443403,5287096,4699663,706078,3324758,9801506,1956980,1.590219799,19.96611541,0,http://www.heidelbergcementbd.com/attachment/Annual_Report_2017.pdf
Heidelberg Cement Bangladesh Ltd.,2016,3531666,6656841,5591609,750294,3846604,10600466,2741572,1.730576113,25.86274981,0,http://www.heidelbergcementbd.com/attachment/Annual_Report_2016.pdf
Hamid Fabrics Limited,2018,3337070597,1869061391,3582769264,348440433,1274922291,2335482932,646207917,1.466019854,27.66913464,0,http://www.hfl.com.bd/files/Annual%20Report%202017-%2018%20of%20HFL.pdf
Hamid Fabrics Limited,2017,3454209997,1398042498,3466367994,522464801,863419700,1322686460,408865964,1.619192263,30.91178268,0,http://www.hfl.com.bd/files/Annual_Report_2016-17.pdf
Hamid Fabrics Limited,2016,3271077424,150189154,3460749290,594078697,718140978,1371915641,412875801,0.2091360312,30.09483883,0,http://www.hfl.com.bd/files/Annual_Report_2016-17.pdf
Hamid Fabrics Limited,2015,2094563747,2287938664,3431878166,208251581,742372665,1782564422,463769214,3.081927409,26.01696793,0,http://www.hfl.com.bd/files/Annual_Report_2016-17.pdf
Hamid Fabrics Limited,2014,1643447142,1847012120,2284661592,99041323,1106756347,2198620623,662189719,1.668851618,30.11841661,0,http://www.hfl.com.bd/files/Annual_Report_2016-17.pdf
H.R.Textile Ltd.,2018,742807641,881397633,388709982,195023367,1040471925,2024397221,286976479,0.847113326,14.1758977,0,http://www.pride-grp.com/hrt/Reports-2017-18/Annual-Report-2017-18.pdf
H.R.Textile Ltd.,2017,654955516,853304298,370915087,246684994,890659733,1640655729,241218521,0.9580586911,14.7025678,0,http://www.pride-grp.com/hrt/16_17/Anualreport%202016_17.pdf
Hwa Well Textiles (BD) Limited,2018,848413053,1062843970,1624723022,70431905,252825913,1257696915,174056570,4.203856944,13.83930961,0,https://drive.google.com/open?id=1EeW3ttUIu52F5Gg8r0C5FgG-48tUkSiz
Hwa Well Textiles (BD) Limited,2017,728328727,1082712977,1579447341,69551330,198535325,1210369320,167142553,5.453502932,13.80921924,0,https://drive.google.com/open?id=1EeW3ttUIu52F5Gg8r0C5FgG-48tUkSiz
Hwa Well Textiles (BD) Limited,2016,776174666,1079019650,1543355814,69117778,279397291,1269701080,175432084,3.861954589,13.81680198,0,https://drive.google.com/open?id=1EeW3ttUIu52F5Gg8r0C5FgG-48tUkSiz
Hwa Well Textiles (BD) Limited,2015,474262106,1154676414,1413879986,49686076,241215081,1337888116,185363179,4.786916345,13.85490885,0,https://drive.google.com/open?id=1EeW3ttUIu52F5Gg8r0C5FgG-48tUkSiz
Hwa Well Textiles (BD) Limited,2014,476743304,1204442031,1381669507,49386037,250129791,1936777486,267257487,4.81526821,13.79908063,0,https://drive.google.com/open?id=1EeW3ttUIu52F5Gg8r0C5FgG-48tUkSiz
Maksons Spinning Mills Limited,2017,4644899492,4257036320,4434786534,1608566125,2858583151,4074750862,707659896,1.489211996,17.3669488,0,http://www.maksonsgroup.com.bd/uploads/areport/Vkl1mUXTCI3PjsAVkggImKzFqOFINgHNGYPvGMUR.pdf
Maksons Spinning Mills Limited,2016,4533573618,3757993417,4359034163,1417345875,2515186997,2388485686,489093978,1.494120883,20.47715759,0,http://www.maksonsgroup.com.bd/uploads/areport/nityL7FyeJlgFKBgKYcUlXYr8kRVkt9mbLThP6BV.pdf
Malek Spinning Mills Ltd.,2018,8992987487,7076236375,8840616206,2053652344,5174955312,10791944561,903081132,1.367400479,8.368103884,0,https://www.newasiabd.com/contents/malek/annual/MSM%20Annual%20Report%202017-18.pdf
Malek Spinning Mills Ltd.,2017,8488202414,6970305344,8806600826,1751814859,4900092073,9774991342,918216002,1.422484566,9.393522407,0,https://www.newasiabd.com/contents/malek/annual/MS17.pdf
